"시점","국가별",산림면적 (1000km²),멸종위기종(포유동물) (종),멸종위기종(조류) (종),멸종위기종(어류) (종),멸종위기종(고등식물) (종),육상보호구역 (%),해양보호구역 (%)
"2009","슬로바키아",19,-,-,-,-,23.2,-
"2009","슬로베니아",12,-,-,-,-,13.2,0.7
"2009","스페인",184,-,-,-,-,8.6,3.5
"2009","스웨덴",281,-,-,-,-,10.9,5.3
"2009","스위스",12,-,-,-,-,24.9,-
"2009","우크라이나",95,-,-,-,-,3.5,4.9
"2009","영국",30,-,-,-,-,26.4,5.7
"2009","유로지역",1014,-,-,-,-,-,-
"2009","몬테네그로",8,-,-,-,-,13.3,0.9
"2009","세르비아",27,-,-,-,-,6.0,-
"2009","아프리카",,,,,,,
"2009","알제리",19,-,-,-,-,6.3,0.3
"2009","앙골라",727,-,-,-,-,12.4,0.1
"2009","베냉",37,-,-,-,-,23.8,-
"2009","보츠와나",166,-,-,-,-,30.9,-
"2009","부르키나파소",68,-,-,-,-,14.2,-
"2009","부룬디",2,-,-,-,-,4.9,-
"2009","카메룬",210,-,-,-,-,9.2,0.4
"2009","카보베르데",0,-,-,-,-,2.5,-
"2009","중앙아프리카공화국",226,-,-,-,-,17.7,-
"2009","차드",56,-,-,-,-,9.4,-
"2009","코모로",0,-,-,-,-,-,-
"2009","콩고",221,-,-,-,-,9.5,32.8
"2009","콩고민주공화국",1378,-,-,-,-,10.0,4.4
"2009","코트디부아르",41,-,-,-,-,22.6,0.1
"2009","지부티",0,-,-,-,-,0.0,0.2
"2009","이집트",1,-,-,-,-,5.9,9.3
"2009","적도기니",25,-,-,-,-,19.2,2.6
"2009","에리트레아",11,-,-,-,-,5.0,-
"2009","에티오피아",179,-,-,-,-,18.4,-
"2009","가봉",237,-,-,-,-,15.1,7.3
"2009","감비아",3,-,-,-,-,1.5,0.1
"2009","가나",80,-,-,-,-,14.7,0.0
"2009","기니",66,-,-,-,-,6.8,-
"2009","기니비사우",21,-,-,-,-,16.1,45.8
"2009","케냐",37,-,-,-,-,11.8,10.5
"2009","레소토",0,-,-,-,-,0.5,-
"2009","라이베리아",80,-,-,-,-,1.8,-
"2009","리비아",2,-,-,-,-,0.1,0.1
"2009","마다가스카르",126,-,-,-,-,3.1,0.1
"2009","말라위",27,-,-,-,-,15.0,-
"2009","말리",133,-,-,-,-,2.4,-
"2009","모리타니",4,-,-,-,-,0.5,32.1
"2009","모리셔스",0,-,-,-,-,4.5,0.3
"2009","모로코",57,-,-,-,-,1.6,1.3
"2009","모잠비크",392,-,-,-,-,15.8,3.3
"2009","나미비아",74,-,-,-,-,14.9,8.3
"2009","니제르",12,-,-,-,-,7.1,-
"2009","나이지리아",234,-,-,-,-,12.8,0.2
"2009","르완다",3,-,-,-,-,10.0,-
"2009","상투메프린시페",1,-,-,-,-,-,-
"2009","세네갈",85,-,-,-,-,24.1,12.4
"2009","세이셸",0,-,-,-,-,42.0,0.5
"2009","시에라리온",28,-,-,-,-,5.0,-
"2009","소말리아",68,-,-,-,-,0.6,0.0
"2009","남아프리카공화국",175,-,-,-,-,6.9,6.5
"2009","수단",-,-,-,-,-,4.2,0.1
"2009","에스와티니",5,-,-,-,-,3.0,-
"2009","탄자니아",503,-,-,-,-,27.5,10.0
"2009","토고",12,-,-,-,-,11.3,-
"2009","튀니지",7,-,-,-,-,1.3,1.2
"2009","우간다",28,-,-,-,-,10.3,-
"2009","잠비아",467,-,-,-,-,36.0,-
"2009","짐바브웨",180,-,-,-,-,28.0,-
"2009","오세아니아",,,,,,,
"2009","미국령사모아",0,-,-,-,-,0.3,17.0
"2009","오스트레일리아",1298,-,-,-,-,10.6,28.3
"2009","피지",11,-,-,-,-,1.3,0.1
"2009","프랑스령폴리네시아",1,-,-,-,-,0.4,0.1
"2009","괌",0,-,-,-,-,26.4,0.8
"2009","키리바시",0,-,-,-,-,23.2,22.6
"2009","마셜제도",0,-,-,-,-,3.1,0.6
"2009","미크로네시아",1,-,-,-,-,4.0,0.1
"2009","나우루",0,-,-,-,-,-,-
"2009","뉴칼레도니아",8,-,-,-,-,60.2,17.7
"2009","뉴질랜드",98,-,-,-,-,26.2,10.8
"2009","북마리아나제도",0,-,-,-,-,12.8,28.7
"2009","팔라우",0,-,-,-,-,2.0,5.3
"2009","파푸아뉴기니",362,-,-,-,-,3.1,0.3
"2009","사모아",2,-,-,-,-,3.4,0.6
"2009","솔로몬제도",25,-,-,-,-,0.1,0.1
"2009","통가",0,-,-,-,-,14.5,9.4
"2009","투발루",0,-,-,-,-,0.4,0.2
"2009","바누아투",4,-,-,-,-,4.3,0.1
"2010","아시아",,,,,,,
"2010","대한민국",64,9,30,17,3,6.3,3.9
"2010","아프가니스탄",12,11,13,5,2,0.4,-
"2010","아르메니아",3,9,10,3,1,8.1,-
"2010","아제르바이잔",10,7,15,10,0,7.4,-
"2010","바레인",0,-,-,-,-,2.8,7.4
"2010","방글라데시",19,34,29,19,16,4.7,2.5
"2010","부탄",27,-,-,-,-,28.4,-
"2010","브루나이",4,-,-,-,-,44.0,1.4
"2010","캄보디아",106,37,24,28,30,26.2,0.5
"2010","중국",2006,74,85,97,453,16.7,1.7
"2010","키프로스",2,-,-,-,-,41.0,1.3
"2010","동티모르",9,4,7,5,0,8.7,3.8
"2010","조지아",28,10,10,9,0,3.9,0.9
"2010","홍콩",-,2,17,11,6,41.9,-
"2010","인도",695,94,78,122,255,5.1,1.6
"2010","인도네시아",997,183,119,138,393,14.6,5.5
"2010","이란",107,16,21,29,1,7.2,2.2
"2010","이라크",8,13,18,11,0,0.4,-
"2010","이스라엘",2,15,13,35,0,17.4,0.5
"2010","일본",250,28,40,59,15,16.5,5.6
"2010","요르단",1,13,10,13,1,1.9,30.0
"2010","카자흐스탄",31,16,21,14,16,3.1,-
"2010","북한",62,9,22,12,6,2.3,0.1
"2010","쿠웨이트",0,6,9,11,0,4.6,0.2
"2010","키르기스스탄",12,6,12,3,14,6.3,-
"2010","라오스",169,45,22,23,22,16.7,-
"2010","레바논",1,10,7,21,1,0.6,0.2
"2010","말레이시아",189,70,45,60,692,18.4,2.3
"2010","몰디브",0,-,-,-,-,-,-
"2010","몽골",142,11,21,1,0,13.8,-
"2010","미얀마",314,45,41,33,42,7.3,0.2
"2010","네팔",60,31,33,8,7,16.4,-
"2010","오만",0,9,10,24,6,10.7,1.3
"2010","파키스탄",41,23,26,33,2,10.8,5.9
"2010","필리핀",68,39,72,65,222,10.9,2.5
"2010","카타르",0,2,5,11,0,3.2,1.6
"2010","사우디아라비아",10,9,14,22,3,31.3,3.4
"2010","싱가포르",0,11,17,25,57,5.4,1.4
"2010","스리랑카",21,30,14,41,283,22.0,1.3
"2010","시리아",5,16,13,33,3,0.7,0.6
"2010","타지키스탄",4,8,9,5,14,4.8,-
"2010","태국",201,57,45,72,91,18.8,5.1
"2010","튀르키예",211,17,15,67,5,2.1,2.7
"2010","투르크메니스탄",41,9,15,11,3,3.2,-
"2010","아랍에미리트",3,7,10,13,0,18.2,9.2
"2010","우즈베키스탄",33,10,15,7,15,3.4,-
"2010","베트남",134,54,40,46,146,6.4,1.7
"2010","예멘",5,9,14,21,159,0.8,3.3
"2010","북아메리카",,,,,,,
"2010","버뮤다",0,-,-,-,-,5.8,5.1
"2010","캐나다",3473,12,15,32,2,8.4,1.4
"2010","그린란드",0,-,-,-,-,41.0,36.7
"2010","멕시코",669,99,55,150,255,12.9,18.8
"2010","미국",3087,37,74,177,245,13.8,30.4
"2010","남아메리카",,,,,,,
"2010","앤티가바부다",0,-,-,-,-,10.2,0.8
"2010","아르헨티나",302,37,50,36,44,6.9,1.6
"2010","아루바",0,-,-,-,-,0.5,-
"2010","바하마",5,-,-,-,-,13.7,0.4
"2010","바베이도스",0,-,-,-,-,0.1,0.1
"2010","벨리즈",14,-,-,-,-,36.5,14.2
"2010","볼리비아",531,20,33,0,72,20.8,-
"2010","브라질",5116,80,123,80,387,26.3,16.3
"2010","영국령버진아일랜드",0,-,-,-,-,-,-
"2010","케이맨제도",0,-,-,-,-,8.7,1.3
"2010","칠레",167,20,34,19,41,18.6,4.8
"2010","콜롬비아",608,51,91,50,227,21.2,16.1
"2010","코스타리카",29,9,19,46,116,26.9,15.5
"2010","쿠바",29,14,17,30,166,12.4,7.6
"2010","도미니카연방",0,-,-,-,-,21.7,0.1
"2010","도미니카공화국",21,6,14,17,30,18.5,28.6
"2010","에콰도르",130,43,71,49,1837,23.7,75.7
"2010","엘살바도르",6,5,5,12,27,6.8,7.2
"2010","그레나다",0,-,-,-,-,1.7,0.0
"2010","과테말라",37,16,10,20,82,30.9,13.0
"2010","가이아나",185,-,-,-,-,5.2,-
"2010","아이티",4,5,13,17,29,0.3,-
"2010","온두라스",66,7,9,22,113,21.1,2.7
"2010","자메이카",6,5,10,17,209,15.9,4.6
"2010","니카라과",42,6,11,26,43,30.8,37.7
"2010","파나마",43,15,17,36,202,20.6,7.4
"2010","파라과이",196,8,27,0,10,6.4,-
"2010","페루",740,54,96,19,274,18.4,3.9
"2010","푸에르토리코",5,3,8,15,53,10.3,1.7
"2010","세인트키츠네비스",0,-,-,-,-,3.6,0.5
"2010","세인트루시아",0,-,-,-,-,16.9,0.2
"2010","세인트빈센트그레나딘",0,-,-,-,-,10.9,0.6
"2010","수리남",153,-,-,-,-,14.7,22.9
"2010","트리니다드토바고",2,2,2,19,1,32.6,3.0
"2010","터크스케이커스제도",0,-,-,-,-,44.4,1.0
"2010","미국령버진아일랜드",0,-,-,-,-,15.3,2.0
"2010","우루과이",17,11,23,35,1,2.7,1.7
"2010","베네수엘라",475,32,27,34,70,53.0,16.0
"2010","유럽",,,,,,,
"2010","알바니아",8,3,6,38,0,11.0,2.4
"2010","안도라",0,-,-,-,-,9.8,-
"2010","오스트리아",39,3,8,11,4,23.6,-
"2010","벨라루스",86,4,4,2,0,8.3,-
"2010","벨기에",7,3,2,10,1,23.0,55.7
"2010","보스니아-헤르체고비나",21,4,6,31,1,1.5,99.2
"2010","불가리아",37,7,12,18,0,36.6,15.7
"2010","샤넬군도",0,-,-,-,-,9.3,0.0
"2010","크로아티아",19,7,10,56,3,14.1,3.5
"2010","체코",27,2,6,2,4,22.4,-
"2010","덴마크",6,2,2,14,3,18.4,29.2
"2010","에스토니아",23,1,3,4,0,20.7,27.4
"2010","페로제도",0,-,-,-,-,-,-
"2010","핀란드",222,1,4,5,1,15.1,15.7
"2010","프랑스",164,9,7,40,15,24.7,58.6
"2010","독일",114,6,6,21,12,48.0,64.5
"2010","지브롤터",0,-,-,-,-,-,-
"2010","그리스",39,10,11,73,13,34.7,6.3
"2010","헝가리",20,2,9,8,1,23.1,-
"2010","아이슬란드",0,-,-,-,-,19.9,3.9
"2010","아일랜드",7,5,1,18,1,14.3,10.2
"2010","맨섬",0,-,-,-,-,-,-
"2010","이탈리아",90,7,8,42,27,21.6,19.9
"2010","라트비아",34,1,3,5,0,18.6,11.5
"2010","리히텐슈타인",0,-,-,-,-,43.1,-
"2010","리투아니아",22,3,4,5,0,16.8,30.7
"2010","룩셈부르크",1,-,-,-,-,39.7,-
"2010","북마케도니아",10,5,10,14,0,7.3,-
"2010","몰타",0,-,-,-,-,21.5,0.6
"2010","몰도바",4,4,9,9,0,3.8,-
"2010","모나코",0,-,-,-,-,35.9,100.0
"2010","네덜란드",4,4,2,12,0,19.5,61.8
"2010","노르웨이",121,7,2,18,2,16.0,2.8
"2010","폴란드",93,5,6,6,4,34.2,52.8
"2010","포르투갈",33,11,9,47,21,22.3,4.1
"2010","루마니아",65,7,12,18,1,18.6,40.4
"2010","러시아",8151,32,18,35,8,11.3,11.6
"2010","산마리노",0,-,-,-,-,-,-
"2010","슬로바키아",19,3,7,5,2,36.1,-
"2010","슬로베니아",12,4,4,26,0,54.5,98.4
"2010","스페인",185,16,15,62,55,29.0,9.4
"2010","스웨덴",281,1,3,11,3,14.5,10.2
"2010","스위스",12,2,2,9,3,26.3,-
"2010","우크라이나",95,11,12,21,1,4.1,10.7
"2010","영국",31,5,2,41,14,27.9,16.6
"2010","유로지역",1017,-,-,-,-,-,-
"2010","몬테네그로",8,-,-,-,-,14.8,0.9
"2010","세르비아",27,6,11,11,1,6.1,-
"2010","아프리카",,,,,,,
"2010","알제리",19,14,11,33,15,7.5,0.4
"2010","앙골라",722,15,21,37,33,12.4,0.1
"2010","베냉",36,11,5,27,14,26.1,-
"2010","보츠와나",164,7,9,2,0,37.2,-
"2010","부르키나파소",67,9,6,4,3,15.2,-
"2010","부룬디",2,10,10,17,2,4.9,-
"2010","카메룬",209,39,16,110,378,11.0,6.5
"2010","카보베르데",0,-,-,-,-,2.5,0.0
"2010","중앙아프리카공화국",226,8,7,3,17,18.0,-
"2010","차드",55,13,9,1,2,16.6,-
"2010","코모로",0,-,-,-,-,10.1,3.2
"2010","콩고",221,11,3,45,37,30.4,33.5
"2010","콩고민주공화국",1372,30,34,81,83,12.0,4.4
"2010","코트디부아르",40,24,14,43,106,22.9,2.0
"2010","지부티",0,-,-,-,-,0.1,0.5
"2010","이집트",1,17,10,36,2,11.2,13.1
"2010","적도기니",25,-,-,-,-,20.6,2.8
"2010","에리트레아",11,10,10,18,3,5.0,-
"2010","에티오피아",178,32,23,14,26,18.4,-
"2010","가봉",236,14,5,59,120,19.9,8.9
"2010","감비아",3,10,6,21,4,4.8,2.4
"2010","가나",79,16,9,42,118,15.1,1.7
"2010","기니",66,22,13,63,22,28.1,4.2
"2010","기니비사우",21,12,3,30,4,16.3,45.9
"2010","케냐",36,28,30,66,129,11.6,10.5
"2010","레소토",0,2,7,1,4,0.5,-
"2010","라이베리아",79,19,11,52,47,2.5,1.8
"2010","리비아",2,12,4,21,2,0.2,0.1
"2010","마다가스카르",126,63,35,83,280,5.0,2.2
"2010","말라위",27,7,14,101,14,16.5,-
"2010","말리",133,12,7,3,6,6.1,-
"2010","모리타니",4,15,9,30,0,0.6,32.2
"2010","모리셔스",0,6,11,12,88,4.5,0.3
"2010","모로코",57,18,10,45,31,2.5,2.5
"2010","모잠비크",390,12,23,52,52,16.2,2.4
"2010","나미비아",73,12,24,25,26,39.7,28.0
"2010","니제르",12,12,6,4,2,8.5,-
"2010","나이지리아",233,27,13,56,172,14.1,0.2
"2010","르완다",3,20,12,9,4,10.6,-
"2010","상투메프린시페",1,-,-,-,-,-,0.0
"2010","세네갈",85,16,9,41,9,24.8,14.4
"2010","세이셸",0,-,-,-,-,42.1,0.9
"2010","시에라리온",27,17,10,45,48,9.6,6.3
"2010","소말리아",67,15,11,26,21,0.6,0.0
"2010","남아프리카공화국",174,24,39,81,97,6.2,12.8
"2010","수단",-,15,14,17,18,6.8,32.9
"2010","에스와티니",5,5,9,4,11,3.0,-
"2010","탄자니아",500,35,42,172,298,32.2,18.2
"2010","토고",12,11,3,24,10,24.7,-
"2010","튀니지",7,13,7,31,7,5.0,2.1
"2010","우간다",28,22,19,61,41,11.5,-
"2010","잠비아",467,9,14,20,9,37.8,-
"2010","짐바브웨",179,9,13,3,16,27.2,-
"2010","오세아니아",,,,,,,
"2010","미국령사모아",0,-,-,-,-,2.9,17.1
"2010","오스트레일리아",1295,55,52,100,67,12.8,33.2
"2010","피지",11,-,-,-,-,4.3,6.2
"2010","프랑스령폴리네시아",1,-,-,-,-,2.0,0.1
"2010","괌",0,-,-,-,-,26.8,2.6
"2010","키리바시",0,-,-,-,-,22.0,20.2
"2010","마셜제도",0,-,-,-,-,3.0,0.7
"2010","미크로네시아",1,-,-,-,-,4.0,0.1
"2010","나우루",0,-,-,-,-,-,-
"2010","뉴칼레도니아",8,-,-,-,-,61.3,25.2
"2010","뉴질랜드",98,9,70,21,21,27.3,12.5
"2010","북마리아나제도",0,-,-,-,-,3.1,20.3
"2010","팔라우",0,-,-,-,-,11.6,23.1
"2010","파푸아뉴기니",362,39,37,41,143,3.1,0.4
"2010","사모아",2,-,-,-,-,6.7,1.1
"2010","솔로몬제도",25,-,-,-,-,2.2,0.9
"2010","통가",0,-,-,-,-,15.6,9.4
"2010","투발루",0,-,-,-,-,1.9,0.3
"2010","바누아투",4,-,-,-,-,4.2,0.0
"2011","아시아",,,,,,,
"2011","대한민국",64,-,-,-,-,-,-
"2011","아프가니스탄",12,-,-,-,-,-,-
"2011","아르메니아",3,-,-,-,-,-,-
"2011","아제르바이잔",10,-,-,-,-,-,-
"2011","바레인",0,-,-,-,-,-,-
"2011","방글라데시",19,-,-,-,-,-,-
"2011","부탄",27,-,-,-,-,-,-
"2011","브루나이",4,-,-,-,-,-,-
"2011","캄보디아",102,-,-,-,-,-,-
"2011","중국",2025,-,-,-,-,-,-
"2011","키프로스",2,-,-,-,-,-,-
"2011","동티모르",9,-,-,-,-,-,-
"2011","조지아",28,-,-,-,-,-,-
"2011","인도",698,-,-,-,-,-,-
"2011","인도네시아",987,-,-,-,-,-,-
"2011","이란",107,-,-,-,-,-,-
"2011","이라크",8,-,-,-,-,-,-
"2011","이스라엘",2,-,-,-,-,-,-
"2011","일본",250,-,-,-,-,-,-
"2011","요르단",1,-,-,-,-,-,-
"2011","카자흐스탄",31,-,-,-,-,-,-
"2011","북한",62,-,-,-,-,-,-
"2011","쿠웨이트",0,-,-,-,-,-,-
"2011","키르기스스탄",12,-,-,-,-,-,-
"2011","라오스",169,-,-,-,-,-,-
"2011","레바논",1,-,-,-,-,-,-
"2011","말레이시아",191,-,-,-,-,-,-
"2011","몰디브",0,-,-,-,-,-,-
"2011","몽골",142,-,-,-,-,-,-
"2011","미얀마",312,-,-,-,-,-,-
"2011","네팔",60,-,-,-,-,-,-
"2011","오만",0,-,-,-,-,-,-
"2011","파키스탄",41,-,-,-,-,-,-
"2011","필리핀",69,-,-,-,-,-,-
"2011","카타르",0,-,-,-,-,-,-
"2011","사우디아라비아",10,-,-,-,-,-,-
"2011","싱가포르",0,-,-,-,-,-,-
"2011","스리랑카",21,-,-,-,-,-,-
"2011","시리아",5,-,-,-,-,-,-
"2011","타지키스탄",4,-,-,-,-,-,-
"2011","태국",201,-,-,-,-,-,-
"2011","튀르키예",212,-,-,-,-,-,-
"2011","투르크메니스탄",41,-,-,-,-,-,-
"2011","아랍에미리트",3,-,-,-,-,-,-
"2011","우즈베키스탄",34,-,-,-,-,-,-
"2011","베트남",135,-,-,-,-,-,-
"2011","예멘",5,-,-,-,-,-,-
"2011","북아메리카",,,,,,,
"2011","버뮤다",0,-,-,-,-,-,-
"2011","캐나다",3473,-,-,-,-,-,-
"2011","그린란드",0,-,-,-,-,-,-
"2011","멕시코",668,-,-,-,-,-,-
"2011","미국",3090,-,-,-,-,-,-
"2011","남아메리카",,,,,,,
"2011","앤티가바부다",0,-,-,-,-,-,-
"2011","아르헨티나",300,-,-,-,-,-,-
"2011","아루바",0,-,-,-,-,-,-
"2011","바하마",5,-,-,-,-,-,-
"2011","바베이도스",0,-,-,-,-,-,-
"2011","벨리즈",14,-,-,-,-,-,-
"2011","볼리비아",529,-,-,-,-,-,-
"2011","브라질",5100,-,-,-,-,-,-
"2011","영국령버진아일랜드",0,-,-,-,-,-,-
"2011","케이맨제도",0,-,-,-,-,-,-
"2011","칠레",169,-,-,-,-,-,-
"2011","콜롬비아",607,-,-,-,-,-,-
"2011","코스타리카",29,-,-,-,-,-,-
"2011","쿠바",30,-,-,-,-,-,-
"2011","도미니카연방",0,-,-,-,-,-,-
"2011","도미니카공화국",21,-,-,-,-,-,-
"2011","에콰도르",130,-,-,-,-,-,-
"2011","엘살바도르",6,-,-,-,-,-,-
"2011","그레나다",0,-,-,-,-,-,-
"2011","과테말라",37,-,-,-,-,-,-
"2011","가이아나",185,-,-,-,-,-,-
"2011","아이티",4,-,-,-,-,-,-
"2011","온두라스",66,-,-,-,-,-,-
"2011","자메이카",6,-,-,-,-,-,-
"2011","니카라과",41,-,-,-,-,-,-
"2011","파나마",43,-,-,-,-,-,-
"2011","파라과이",192,-,-,-,-,-,-
"2011","페루",739,-,-,-,-,-,-
"2011","푸에르토리코",5,-,-,-,-,-,-
"2011","세인트키츠네비스",0,-,-,-,-,-,-
"2011","세인트루시아",0,-,-,-,-,-,-
"2011","세인트빈센트그레나딘",0,-,-,-,-,-,-
"2011","수리남",153,-,-,-,-,-,-
"2011","트리니다드토바고",2,-,-,-,-,-,-
"2011","터크스케이커스제도",0,-,-,-,-,-,-
"2011","미국령버진아일랜드",0,-,-,-,-,-,-
"2011","우루과이",18,-,-,-,-,-,-
"2011","베네수엘라",473,-,-,-,-,-,-
"2011","유럽",,,,,,,
"2011","알바니아",8,-,-,-,-,-,-
