,번호,생태통로명,주소,도로명,도로번호,차선_수,경도,위도
54,1061,하늘소다리,경기도 수원시 영통구 하동,지방도,1,왕복6차선,127.063444444444,37.2908055555556
55,1062,무지개다리,경기도 수원시 영통구 하동,지방도,1,왕복4차선,127.066444444444,37.2880555555556
56,1063,여담교,경기도 수원시 영통구 이의동,-,-,왕복16차선,127.05875,37.2966111111111
57,1064,꽃더미다리,경기도 수원시 영통구 하동,,,하천횡단,127.069027777778,37.28275
58,1065,새터다리,경기도 수원시 영통구 하동,,,왕복8차선,127.071527777778,37.2820833333333
59,1066,개야생태이동통로,강원도 홍천군 서면 개야리,국지도,86,왕복2차선,127.634305555556,37.6907777777778
60,1067,,강원도 강릉시 왕산면 왕산리,지방도,415호선,왕복2차선,128.772694444444,37.6201944444444
61,1068,댓재 생태통로,강원도 삼척시 하장면 번천리,국지도,28호선,왕복2차선,129.009355555556,37.3834111111111
62,1069,,강원도 홍천군 북방면 굴지리,군도,14호선,왕복2차선,127.634305555556,37.6907777777778
63,1070,원암～천진 개착식터널,강원도 고성군 토성면 원암리,군도,12호선,왕복4차선,128.504444444444,38.2163888888889
64,1071,달거리생태이동통로,강원도 화천군 하남면 서오지리,국도,5호선,왕복2차선,127.644202777778,38.0611027777778
65,1072,,충청북도 청주시 청원구 율량동,1순환로,산 128-1도,하부 왕복 6차선,127.512777777778,36.6529305555556
66,1073,,충청북도 괴산군 사리면 사담리,사담선,,왕복2차선,127.659944444444,36.8266111111111
67,1074,이곡리,충청북도 괴산군 사리면 이곡리,지방도,515호선,왕복2차선,127.714722222222,36.7794444444444
68,1075,,충청북도 보은군 마로면 갈전리,군도,15호선(갈전-법화),왕복2차선,127.842376136246,36.3717028654705
69,1076,,충청북도 보은군 탄부면 평각리,농어촌도로,리도 203호선(평각-어암),1차로,127.758751757936,36.460110018418
70,1077,,충청북도 청원군 강내면 궁현리,군현∼연정,면도 103호선,왕복2차선,127.378611111111,36.5747222222222
71,1078,,충청북도 청원군 강내면 연정리,군현∼연정,면도 103호선,왕복2차선,127.381388888889,36.5727777777778
72,1079,,충청북도 청원군 남일면 신송리,면도,101호선,왕복2차선,127.485555555556,36.5733333333333
73,1080,,충청북도 청원군 남일면 황청리,면도,106호선,왕복2차선,127.549444444444,36.6016666666667
74,1081,,충청북도 청원군 미원면 운용리,면도,101호선,왕복2차선,127.667792203691,36.672986042056
75,1082,성화2 생태교량,충청북도 청주시 서원구 성화동 1076,서원구,성봉로,왕복4차선,127.449941666667,36.6116083333333
76,1083,,충청북도 청주시 서원구 성화동 658,구룡산로,52번길,왕복4차선,127.456669444444,36.6147722222222
77,1084,,충청북도 청주시 서원구 수곡동 214-30,안뜸로,47,왕복2차선,127.481088888889,36.6142555555556
78,1085,,충청북도 괴산군 괴산읍 동부리,소로2-5,,왕복2차선,127.710611111111,36.8145555555556
79,1086,방곡리,충청북도 단양군 대강면 방곡리,지방도,534호선,왕복2차선,128.355075,36.8089972222222
80,1087,,충청북도 청주시 청원구 오창읍 구룡리,오창공원로,구룡리 442도,왕복4차선,127.417777777778,36.7172222222222
81,1088,,충청북도 청주시 청원구 오창읍 양청리,오창공원로,양청리 882도(호수공원 주변),왕복4차선,127.425277777778,36.7122222222222
82,1089,,충청북도 청주시 청원구 오창읍 각리,과학산업2로,구룡리 472도,왕복6차선,127.420555555556,36.7127777777778
83,1090,각리,충청북도 청원군 오창읍 각리,지방도,540호,왕복6차선,127.422,36.7133611111111
84,1091,,충청북도 청주시 청원구 오창읍 여천리,리도,213호선,왕복2차선,127.473333333333,36.7675
85,1092,소로1-194호,충청남도 천안시 유량동,태조산,용연저수지도로,왕복2차선,127.184577777778,36.8153638888889
86,1093,대로3-1호,충청남도 천안시 서북구 불당동,,,왕복4차선,127.11495,36.8105638888889
87,1094,중로1-44호,충청남도 천안시 불당동,,,왕복4차선,127.1135,36.8067333333333
88,1095,중로 1-21호,충청남도 천안시 용곡동,,,왕복4차선,127.135813888889,36.7919888888889
89,1096,지방산업단지 진입도로,충청남도 천안시 부대동,지방산업단지진입도로,,왕복6차선,127.1673,36.8468777777778
90,1097,,충청남도 천안시 풍세면 남관리,지방도,(629호),왕복4차선,127.083602777778,36.7584055555556
91,1098,,충청남도 천안시 청당동,대(보),3-26호,왕복6차선,127.142411111111,36.7759972222222
92,1099,,충청남도 천안시 청당동,중(집),1-79호,왕복6차선,127.15375,36.7801
93,1100,,충청남도 천안시 청당동,대(보),3-25호,왕복6차선,127.15375,36.7801
94,1101,,충청남도 천안시 청당동,대(보),3-5호,왕복4차선,127.15375,36.7801
95,1102,용곡생태통로,충청남도 아산시 배방읍 장재리,대로,2-1,왕복6차선,127.094244444444,36.7918055555556
96,1103,연화생태통로,충청남도 아산시 배방읍 장재리,대로,3-5,왕복5차선,127.102202777778,36.7885833333333
97,1104,,충청남도 서산시 지곡면 무장리,지방도,70호선,왕복4차선,126.443916666667,36.86575
98,1105,,충청남도 서산시 지곡면 무장리,지방도,70호선,왕복4차선,126.446194444444,36.8639722222222
99,1106,초락도리 생태통로,충청남도 당진시 석문면 초락도리,지방도,647호선,왕복2차선,126.514334135585,36.9858154457306
100,1107,,충청남도 금산군 금성면 두곡리,금성,103호,왕복2차선,127.463825,36.1487416666667
101,1108,신성리 1번,충청남도 부여군 규암면 금암-신성,군도,10호선,왕복2차선,126.906786111111,36.2823666666667
102,1109,온천통문,충청남도 청양군 장평면 적곡리,군도,11호선,왕복2차선,126.904647222222,36.3963888888889
103,1110,,충청남도 태안군 안면읍 승언리,군도,14호,왕복2차선,126.331666666667,36.5156944444444
104,1111,,충청남도 태안군 원북면 신두리,군도,14호선,왕복2차선,126.205559409723,36.8412388322463
105,1112,숭림사 생태통로,전라북도 익산시 함라면 금성리,지방도,723호선,왕복2차선,126.911788888889,36.0672305555556
106,1113,서구이재 생태통로,전라북도 장수군 장수읍 송천리,지방도,742호선,왕복2차선,127.492411111111,35.6261111111111
107,1114,노루재 생태통로,전라북도 무주군 부남면 장안리,지방도,635호선,왕복2차선,127.597480555556,35.8810083333333
108,1115,슬치재 생태통로,전라북도 임실군 관촌면 슬치리,지방도,745호선,왕복2차선,127.240716666667,35.68975
109,1116,소비재 생태통로,전라북도 장수군 계북면 농소리,지방도,743호선,왕복2차선,127.633511111111,35.7617527777778
110,1117,복성이재 생태통로,전라북도 장수군 번암면 노단리,지방도,751호선,왕복2차선,127.563044444444,35.5281083333333
111,1118,못토재 생태통로,전라북도 순창군 풍산면 죽곡리,지방도,729호선,왕복2차선,127.11915,35.35865
112,1119,무릉고개 생태통로,전라북도 장수군 번암면 지지리,지방도,743호선,왕복2차선,127.616658281749,35.6424314784275
113,1120,우덕 생태통로,전라북도 정읍시 덕천면 우덕리,지방도,705호선,왕복4차선,126.836694444444,35.62965
114,1121,월곡 생태통로,전라북도 고창군 고창읍 월곡리,국지도,15호선,왕복4차선,126.709094444444,35.4429333333333
115,1122,월명터널,전라북도 군산시 소룡동,공단,대로,왕복6차선,126.688463888889,35.9672972222222
116,1123,,전라북도 순창군 순창읍 백산리,지방도,729호선,왕복4차선,127.118786111111,35.3585861111111
117,1124,,전라북도 순창군 팔덕면 구룡리,농어촌도,202호선,왕복4차선,127.113938888889,35.3916694444444
118,1125,,전라북도 순창군 팔덕면 구룡리,농어촌도,202호선,왕복4차선,127.1086,35.3838083333333
119,1126,,전라북도 순창군 팔덕면 월곡리,군도,11호선,왕복4차선,127.101644444444,35.4209138888889
120,1127,,전라북도 순창군 팔덕면 월곡리,군도,11호선,왕복4차선,127.098041666667,35.4210472222222
121,1128,,전라북도 고창군 고창읍 월곡리,지방도,15호선,왕복4차선,126.709094444444,35.4429333333333
122,1129,부귀1생태통로,전라북도 고창군 아산면 주진리,지방도,15호선,왕복4차선,126.613394444444,35.4429583333333
123,1130,부귀2생태통로,전라북도 고창군 아산면 학전리,지방도,15호선,왕복4차선,126.611533333333,35.4428166666667
124,1131,부흥산 생태통로,전라남도 목포시 옥암동,후광대로,,왕복8차선,126.442222222222,34.8105555555556
125,1132,웅천 생태터널,전라남도 여수시 웅천동,신월로,,왕복6차선,127.675144444444,34.7543055555556
126,1133,,전라남도 광양시 광양읍 우산리,남해고속도로,,왕복4차선,127.585555555556,34.9863888888889
127,1134,,전라남도 구례군 신학리,산동고달간,103호선,왕복2차선,127.426199914083,35.3181422524198
128,1135,,전라남도 구례군 산동면 둔사리,산동-고달간,103호선,왕복2차선,127.395113888889,35.3051444444444
129,1137,,전라남도 보성군 율어면 선암리,군도,6호선,왕복2차선,127.225844444444,34.8464055555556
130,1138,무안광주선 16.94k,전라남도 함평군 학교면 마산리,무안광주고속도로,12호선,왕복4차선,126.587466666667,35.0667833333333
131,1139,,전라남도 영광군 영광읍 학정리,중로,1-1,왕복4차선,126.510138888889,35.2650833333333
132,1142,,전라남도 장성군 삼계면 수옥리,지방도,893호선,왕복2차선,126.693408333333,35.282725
133,1143,,경상북도 문경시 가은읍 작천리,지방도,11호선,왕복2차선,128.036936111111,36.6508333333333
134,1144,,경상북도 김천시 구성면 마산리,지방도,901호선,왕복2차선,127.954837557211,36.0673631486921
135,1145,밤티재,경상북도 상주시 화북면 중벌리,지방도,997호선,왕복2차선,127.881666666667,36.5858333333333
136,1146,도래기재 생태통로,경상북도 봉화군 춘양면 우구치리,국지도,88호선,왕복2차선,128.797348128951,37.0389766424006
137,1147,,경상북도 경주시 현곡면 나원리,국지도,68호선,왕복2차선,129.205555555556,35.8852777777778
138,1148,여우목재 생태통로,경상북도 예천군 상리면 명봉리,지방도,901호선,왕복2차선,128.364758262895,36.7739978344978
139,1149,,경상북도 군위군 산성면 운산리,지방도,10호선(산성∼부계),왕복2차선,128.678079357146,36.1112217231622
140,1154,,경상남도 창원시 진해구 원포동,행암로,362번길,왕복2차선,128.696347222222,35.1006694444444
141,1155,대원로 66번길,경상남도 창원시 의창구 두대동,,300호선,왕복4차선,128.655333333333,35.2367138888889
142,1156,두산볼보로,경상남도 창원시 성산구 귀현동,,299호선,왕복6차선,128.622752777778,35.1903083333333
143,1157,안민생태교,경상남도 창원시 성산구 천선동,,299호선,왕복2차선,128.699722222222,35.1686111111111
144,1158,생태교량,경상남도 창원시 마산합포구 현동,현동로,,왕복6차선,128.556808333333,35.1487166666667
145,1159,,경상남도 밀양시 단장면 구천리,지방도,1077,왕복2차선,128.939419444444,35.55715
146,1160,,경상남도 밀양시 산내면 남명리,지방도,1077,왕복2차선,128.942958333333,35.5620527777778
147,1161,낙서 전화 생태통로,경상남도 의령군 낙서면 전화리,농어촌도로,101,왕복2차선,128.202858333333,35.3874583333333
148,1162,쇄목재 생태통로,경상남도 의령군 대의면 신전리,지방도,1013,왕복2차선,128.377463888889,35.4935388888889
149,1163,,경상남도 고성군 마암면 보전리,1002호선,,왕복2차선,128.369022222222,35.031425
150,1164,,경상남도 고성군 구만면 주평리,군도6호,(용안-봉동),왕복2차선,128.359047222222,35.1014138888889
151,1165,문의 생태통로,경상남도 남해군 설천면 문의리,농어촌101호선,,왕복2차선,127.906666666667,34.9391666666667
152,1166,임포 생태통로,경상남도 남해군 남면 임포리,군도,10호선,왕복2차선,127.889444444444,34.7452777777778
153,1167,임포 생태통로,경상남도 거창군 위천면 강천리산,농어촌도로,201호선,왕복1차선,127.812400213658,35.7631010652016
154,1168,,제주특별자치도 서귀포시 남원읍 신례리,516도로,(1131호선),왕복4차선,126.599069444444,33.3249861111111
155,1169,,제주특별자치도 제주시 애월읍 하귀리,국도대체우회도로,,왕복4차선,126.409636111111,33.4735333333333
156,1170,,제주특별자치도 제주시 애월읍 봉성리,국도대체우회도로,,왕복4차선,126.359541666667,33.3527333333333
157,1171,,제주특별자치도 제주시 애월읍 봉성리,평화로,(1135호선),왕복4차선,126.368141666667,33.3677722222222
158,1172,,제주특별자치도 제주시 애월읍 소길리,평화로,(1135호선),왕복4차선,126.413333333333,33.4289166666667
159,1173,,제주특별자치도 제주시 애월읍 광령리,국도대체우회도로,,왕복4차선,126.4253,33.4725388888889
160,1174,,제주특별자치도 서귀포시 안덕면 서광리,평화로,(1135호선),왕복4차선,126.303341666667,33.2736472222222
161,1175,,제주특별자치도 서귀포시 대정읍 안성리,평화로,(1135호선),왕복4차선,126.288669444444,33.2587833333333
162,1176,,제주특별자치도 제주시 애월읍 광령리,1100도로,(1139호선),왕복2차선,126.467447222222,33.3653888888889
163,1177,,제주특별자치도 제주시 애월읍 광령리,1100도로,(1139호선),왕복2차선,126.467447222222,33.3653888888889
164,1178,,제주특별자치도 서귀포시 중문동,1100도로,(1139호선),왕복2차선,126.461502777778,33.3512777777778
165,1179,,제주특별자치도 제주시 애월읍 광령리,1100도로,(1139호선),왕복2차선,126.471691666667,33.3721027777778
166,1180,한라생태숲 생태통로,제주특별자치도 제주시 516로 2596,516로,(1131호),왕복2차선,126.598666666667,33.4291666666667
167,1181,구룡령 생태통로,강원도 양양군 서면 갈천리,국도,(56호선),왕복4차선,128.514274450408,37.8801921336503
168,1182,시암재,전라남도 구례군 광의면 방광리,지방도,861호선,왕복2차선,127.496938888889,35.3012888888889
169,1183,지릅재,충청북도 제천시 수안보면 미륵리,지방도,597번,왕복2차선,128.086638888889,36.824
170,1184,정령치1,전라북도 남원시 산내면 덕동리,지방도,737호선,왕복2차선,127.533888888889,35.3505555555556
171,1185,정령치2,전라북도 남원시 주천면 고기리,지방도,737호선,왕복2차선,127.512361111111,35.3668888888889
172,1186,버리미기재,경상북도 문경시 가은읍 완장리,지방도,922호선,왕복2차선,127.951527777778,36.6893611111111
173,1189,화순 이양 이양 생태통로,전라남도 화순군 이양면 이양리 156-4,국도,29호선,왕복4차선,126.993420931522,34.8859554932814
174,1190,완도 군외 신학 생태통로,전라남도 완도군 군외면 신학리 산51-12,국도,13호선,왕복4차선,126.660537003963,34.3819679721562
175,1191,해남 현산 월송 생태통로,전라남도 해남군 현산면 월송리 산2-6,국도,13호선,왕복4차선,126.598107043922,34.4171143821555
176,1192,용화,전라북도 익산시 왕궁면 용화리 산1-44,국도,1호선,왕복4차선,127.083127777778,36.0138666666667
177,1193,고봉,전라북도 군산시 성산면 고봉리 산32-1,국도,27호선,왕복4차선,126.801588888889,35.9805388888889
178,1194,축산1,전라북도 군산시 임피면 축산리 산44-9,국도,27호선,왕복4차선,126.856202777778,35.9952388888889
179,1195,축산2,전라북도 군산시 임피면 축산리 산96-7,국도,27호선,왕복4차선,126.850211111111,35.9965027777778
180,1196,오봉,전라북도 정읍시 태인면 오봉리 66-1,국도,1호선,왕복4차선,126.941225,35.6600055555556
181,1197,남봉,전라북도 완주군 고산면 남봉리 산44-1,국도,17호선,왕복4차선,127.194038888889,35.9656722222222
182,1198,서봉,전라북도 완주군 고산면 서봉리 73,국도,17호선,왕복4차선,127.210697222222,35.9828666666667
183,1199,,전라남도 곡성군 오산면 단사리,국도,15호선,왕복2차선,127.12935,35.2211194444444
184,1200,두여,전라북도 익산시 여산면 두여리 산1-1,국도,1호선,왕복4차선,127.090008333333,36.0720833333333
185,1201,,전라북도 무주군 무풍면 삼거리,국도,37호선,왕복2차선,127.815413888889,35.8810777777778
186,1202,,전라북도 무주군 설천면 두길리,국도,37호선,왕복2차선,127.784825,35.9658138888889
187,1203,,전라북도 무주군 설천면 심곡리,국도,37호선,왕복2차선,127.748688888889,35.8853555555556
188,1204,,전라남도 곡성군 오산면 선세리,국도,15호선,왕복2차선,127.129530555556,35.2022416666667
189,1205,,전라남도 곡성군 오산면 선세리,국도,15호선,왕복2차선,127.128686111111,35.2119416666667
190,1206,장암,전라북도 임실군 덕치면 장암리 1020,국도,27,왕복4차선,127.149186111111,35.462425
191,1207,신교,전라북도 완주군 소양면 신교리 14-2,국도,26호선,왕복4차선,127.220375,35.8536277777778
192,1208,월봉,전라북도 김제시 백구면 월봉리 83-2,국도,21호선,왕복4차선,126.952636111111,35.8821638888889
193,1209,신정,전라북도 진안군 부귀면 신정리 산257,국도,26호선,왕복4차선,127.345722222222,35.8135611111111
194,1210,정곡,전라북도 진안군 진안읍 정곡리 산227,국도,26호선,왕복4차선,127.413908333333,35.7825833333333
195,1211,육십령 생태통로,전라북도 장수군 장계면 명덕리 산154-89,국도,26,왕복2차선,127.659983906744,35.7225967634739
196,1212,여원재 생태통로,전라북도 남원시 이백면 양가리 산55-25,국도,24,왕복2차선,127.485972222222,35.44875
197,1213,덕산재 생태통로,전라북도 무주군 무풍면 금평리 산161-6,국도,30,왕복2차선,127.901555555556,35.9401388888889
198,1214,운북_1,전라북도 순창군 구림면 운북리 산59-1,국도,21,왕복2차선,127.041111111111,35.3398611111111
199,1215,운북_2,전라북도 순창군 구림면 운북리 산59-1,국도,21,왕복2차선,127.041222222222,35.4740555555556
200,1216,운북_3,전라북도 순창군 구림면 운북리 산59-1,국도,21,왕복2차선,127.040777777778,35.4742222222222
201,1217,용담_1,전라북도 남원시 주천면 용담리,국도,19,왕복4차선,127.416833333333,35.4114444444444
202,1218,용담_2,전라북도 남원시 주천면 용담리 ,국도,19,왕복4차선,127.417,35.4189166666667
203,1219,방산_1,전라북도 순창군 쌍치면 방산리 484-10,국도,21,왕복2차선,126.9425,35.5245555555556
204,1220,방산_2,전라북도 순창군 쌍치면 방산리 484-8,국도,21,왕복2차선,126.942694444444,35.5258055555556
205,1221,화수,전라북도 남원시 운봉읍 화수리,국도,24,왕복2차선,127.556656440119,35.4516009995704
206,1222,상림,전라남도 고흥군 풍양면 상림리 산147-2,국도,27호선,왕복4차선,127.422744444444,34.9706472222222
207,1223,사정,전라남도 고흥군 점암면 사정리 산231-3,국도,15호선,왕복4차선,127.365862181992,34.6730720083782
208,1224,송정,전라남도 구례군 토지면 송정리 590-2,국도,19호선,왕복2차선,127.556638888889,35.1921111111111
209,1225,용두,전라남도 구례군 마산면 용두리 497,국도,19호선,왕복2차선,127.503436111111,35.2032694444444
210,1226,죽정,전라남도 구례군 용방면 죽정리 산24-14,국도,19호선,왕복4차선,127.416438888889,35.2771138888889
211,1227,파도,전라남도 구례군 토지면 파도리 1094,국도,19호선,왕복2차선,127.541391666667,35.1925527777778
212,1228,갑산,전라남도 구례군 마산면 갑산리 828,국도,19호선,왕복4차선,127.467216666667,35.2236916666667
213,1229,대산,전라남도 구례군 광의면 대산리 654-2,국도,19호선,왕복4차선,127.447580555556,35.2406833333333
214,1230,천남,경기도 여주군 대신면 천남리,국도,37호선,왕복4차선,127.631388888889,37.329525
215,1231,현암,경기도 여주군 현암동,국도,37호선,왕복4차선,127.631047222222,37.3223444444444
216,1232,진촌,경기도 안성시 삼죽면 진촌리,국도,38호선,왕복4차선,127.373527777778,37.065175
217,1233,매룡,경기도 여주시 매룡동,국도,42호선,왕복4차선,127.657630555556,37.2809638888889
218,1234,송라,경기도 화성시 매송면 송라리,국도,39호선,왕복4차선,126.906644444444,37.2713
219,1235,숙곡,경기도 화성시 매송면 숙곡리,국도,39호선,왕복4차선,126.902833333333,37.2620194444444
220,1236,,경기도 가평군 북면 도대리,국도,75호선,왕복2차선,127.441186111111,37.9914805555556
221,1237,,경기도 가평군 북면 도대리,국도,75호선,왕복2차선,127.488555555556,37.9418888888889
222,1238,,경기도 가평군 북면 적목리,국도,75호선,왕복2차선,127.441986111111,38.0141083333333
223,1239,,경기도 가평군 북면 적목리,국도,75호선,왕복2차선,127.442555555556,38.0175
224,1240,,경기도 가평군 북면 적목리,국도,75호선,왕복2차선,127.442666666667,38.0212222222222
225,1241,,경기도 가평군 북면 적목리 ,국도,75호선,왕복2차선,127.443166666667,38.0249166666667
226,1242,,경기도 가평군 북면 적목리,국도,75호선,왕복2차선,127.444027777778,38.0332222222222
227,1243,,경기도 가평군 북면 적목리,국도,75호선,왕복2차선,127.444583333333,38.0364166666667
228,1244,,경기도 가평군 북면 적목2리,국도,75호선,왕복2차선,127.446944444444,38.0389444444444
229,1245,적목리1호,경기도 가평군 북면 적목리,국도,75호선,왕복2차선,127.449444444444,38.0401111111111
230,1246,,경기도 양주시 장흥면 울대리,국도,39호선,왕복4차선,126.99075,37.725
231,1247,갈운생태통로,경기도 양평군 청운면 갈운리,국도,6호선,왕복2차선,127.801311111111,37.5322972222222
232,1248,없음,경기도 화성시 팔탄면 가재리,국도,82호선,왕복4차선,126.917130555556,37.1525805555556
233,1249,도라산 생태통로,경기도 파주시 장단면 도라산리 501,국도,1호선,왕복4차선,126.699166666667,37.9013888888889
234,1250,덕현 생태통로,경기도 가평군 상면 덕현리 731,국도,37호선,왕복4차선,127.411111111111,37.7561111111111
235,1251,신복1 생태통로,경기도 양평군 옥천면 신복리 산134-1,국도,37호선,왕복2차선,127.468727777778,37.5604777777778
236,1252,신복2 생태통로,경기도 양평군 옥천면 신복리,국도,37호선,왕복2차선,127.467763888889,37.5599333333333
237,1253,상천1 생태통로,경기도 가평군 청평면 상천리 134-4,국도,46호선,왕복4차선,127.465138888889,37.7879444444444
238,1254,상천2 생태통로,경기도 가평군 청평면 상천리 산93-2,국도,46호선,왕복4차선,127.455805555556,37.7701111111111
239,1255,도평1 생태통로,경기도 포천시 이동면 도평리 503-7(도평교),국도,47호선,왕복2차선,127.394,38.0923611111111
240,1256,도평2 생태통로,경기도 포천시 이동면 도평리 산371-1(약사교 하부),국도,47호선,왕복2차선,127.392027777778,38.0728611111111
241,1257,,충청남도 공주시 신풍면 청흥리,국도,39호선,왕복2차선,126.944194444444,36.4699722222222
242,1258,,충청남도 청양군 목면 송암리,국도,36호선,왕복4차선,127.012501341108,36.4322211432233
243,1259,죽령,충청북도 단양군 대강면 용부원리,국도,5호선,왕복3차선,128.4315,36.9057194444444
